id,mode,query_type,query,expected_items,product_terms_extracted,action,target_aisles,dialogue_snippet,json_adherent,json_adherent_int,task_success,task_success_int,hallucinated,hallucinated_int,hallucinated_aisles,extraction_source,llm_extraction_empty,retrieval_no_results,used_inventory_context_fallback,semantic_top_k,semantic_min_score,raw_target_aisles,grounded_target_aisles,grounding_drop_count,hallucination_source,latency_s
32,presearch,associative,Recommend easy breakfast basics.,milk_1l; bread_white; eggs_large,eggs; milk; bread; butter,move,"[1, 2]","We have eggs, milk, bread, and butter available. Eggs and milk are in Aisle 1, bread is in Aisle 2, and butter is in Ais",True,1,True,1,False,0,[],llm_extract,False,False,False,,,"[1, 2]","[1, 2]",0,,2.76
32,semantic,associative,Recommend easy breakfast basics.,milk_1l; bread_white; eggs_large,eggs; bacon; sausage; hash browns; toast; milk; orange juice,move,"[1, 4, 8]","For easy breakfast basics, we recommend Milk (1L) and Milk (2L) in Aisle 1, Smoked Bacon in Aisle 8, Italian Sausage in ",True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,"[1, 4, 8]","[1, 4, 8]",0,,4.467
32,llm_only,associative,Recommend easy breakfast basics.,milk_1l; bread_white; eggs_large,,none,[],"For an easy breakfast, I'd recommend grabbing some milk, eggs, and bread. They're all in aisle 1, 1, and 2 respectively.",True,1,False,0,False,0,[],none,False,True,True,,,[],[],0,,0.981
33,presearch,associative,I'm trying to eat more vegetables this week.,broccoli; carrot; spinach,vegetables,none,[],We do not carry vegetables at this store.,True,1,False,0,False,0,[],llm_extract,False,True,False,,,[],[],0,,1.293
33,semantic,associative,I'm trying to eat more vegetables this week.,broccoli; carrot; spinach,broccoli; carrots; spinach; tomatoes; onions; potatoes,move,[3],"You can find broccoli, baby spinach, carrots, russet potatoes, and tomatoes in Aisle 3. These are all great choices for ",True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,[3],[3],0,,2.767
33,llm_only,associative,I'm trying to eat more vegetables this week.,broccoli; carrot; spinach,,move,[3],"I'd be happy to help you find some vegetables! We have a great selection in the vegetables aisle, including carrots, bro",True,1,True,1,False,0,[],none,False,True,True,,,[3],[3],0,,1.23
34,presearch,associative,Suggest lunchbox items for kids.,apple; granola; juice_apple,sandwich; fruit; crackers; cheese; yogurt,move,"[5, 1]","You could try Whole Grain Crackers from Aisle 5, Cheddar Cheese or Cream Cheese from Aisle 1, and Plain Yogurt from Aisl",True,1,True,1,False,0,[],llm_extract,False,True,False,,,"[5, 1]","[5, 1]",0,,1.692
34,semantic,associative,Suggest lunchbox items for kids.,apple; granola; juice_apple,sandwich bread; ham; cheese; lettuce; tomato; apple; orange; crackers; peanut butter; jelly,move,"[1, 3]","For a kid's lunchbox, you could try Apple (Aisle 3) or Tomato (Aisle 3) for snacks, and Cheddar Cheese (Aisle 1) for a p",True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,"[1, 3]","[1, 3]",0,,4.742
34,llm_only,associative,Suggest lunchbox items for kids.,apple; granola; juice_apple,,move,"[2, 3]","For your kids' lunchbox, I'd recommend some healthy and kid-friendly options like whole wheat wraps, a variety of fruits",True,1,True,1,False,0,[],none,False,True,True,,,"[2, 3]","[2, 3]",0,,1.298
35,presearch,associative,What should I buy for a road trip snack bag?,trail_mix; pretzels; water,pretzels; trail mix; granola bars; nuts; dried fruit,move,[5],"I recommend pretzels, trail mix, or mixed nuts for your road trip snack bag. All these items are available in Aisle 5.",True,1,True,1,False,0,[],llm_extract,False,True,False,,,[5],[5],0,,1.615
35,semantic,associative,What should I buy for a road trip snack bag?,trail_mix; pretzels; water,pretzels; chips; nuts; granola bars; trail mix,move,[5],"For your road trip snack bag, I recommend Trail Mix, Pretzels, Potato Chips, Mixed Nuts, or a Granola Bar—all perfect fo",True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,[5],[5],0,,3.456
35,llm_only,associative,What should I buy for a road trip snack bag?,trail_mix; pretzels; water,,none,[],"For a road trip snack bag, you might want some trail mix, granola bars, and maybe some fruit like apples or bananas. The",True,1,False,0,False,0,[],none,False,True,True,,,[],[],0,,0.975
36,presearch,associative,I need comfort food staples.,pasta_spaghetti; tomato_sauce; cheese,rice; beans; lentils; pasta; canned tomatoes; chili powder; cumin; oregano; olive oil; garlic; onion,move,"[3, 4, 6]","We have comfort food staples like White Rice (Aisle 6), Black Beans (Aisle 6), Spaghetti Pasta (Aisle 6), Olive Oil (Ais",True,1,True,1,False,0,[],llm_extract,False,True,False,,,"[3, 4, 6]","[3, 4, 6]",0,,3.254
36,semantic,associative,I need comfort food staples.,pasta_spaghetti; tomato_sauce; cheese,rice; beans; chili powder; canned tomatoes; ground beef,move,"[6, 8, 3]","For comfort food staples, we have Ground Beef in Aisle 8, Tomato Sauce in Aisle 6, Black Beans in Aisle 6, and White Ric",True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,"[6, 8, 3]","[6, 8, 3]",0,,4.182
36,llm_only,associative,I need comfort food staples.,pasta_spaghetti; tomato_sauce; cheese,,move,"[1, 2, 5, 6]",I can help you find some comfort food staples. Let me check the inventory for you.,True,1,True,1,False,0,[],none,False,True,True,,,"[1, 2, 5, 6]","[1, 2, 5, 6]",0,,1.013
37,presearch,associative,Show me budget-friendly meal starters.,rice_white; black_beans_can; tomato_sauce,budget-friendly meal starters,none,[],"I'm sorry, but we don't carry budget-friendly meal starters in our store.",True,1,False,0,False,0,[],llm_extract,False,True,False,,,[],[],0,,1.469
37,semantic,associative,Show me budget-friendly meal starters.,rice_white; black_beans_can; tomato_sauce,budget-friendly meal starters,none,[],I couldn't find any budget-friendly meal starters in our inventory. Could you please provide a more specific product nam,True,1,False,0,False,0,[],llm_extract,False,False,False,5,0.15,[],[],0,,1.789
37,llm_only,associative,Show me budget-friendly meal starters.,rice_white; black_beans_can; tomato_sauce,,none,[],"Sure! For budget-friendly meal starters, I'd recommend checking out the dairy aisle for milk and eggs, the bakery for br",True,1,False,0,False,0,[],none,False,True,True,,,[],[],0,,1.116
38,presearch,associative,I want post-workout recovery options.,sports_drink; eggs_large; banana,post; workout; recovery; options,none,[],We do not carry post-workout recovery options.,True,1,False,0,False,0,[],semantic_terms_fallback,True,True,False,,,[],[],0,,1.246
38,semantic,associative,I want post-workout recovery options.,sports_drink; eggs_large; banana,post; workout; recovery; options,none,[],"I'm sorry, but I couldn't find any post-workout recovery options in our inventory. Could you please provide a more speci",True,1,False,0,False,0,[],semantic_terms_fallback,True,False,False,5,0.15,[],[],0,,12.4
38,llm_only,associative,I want post-workout recovery options.,sports_drink; eggs_large; banana,,none,[],"I can help you find post-workout recovery options. We have protein bars, yogurt, and some drinks that could be good choi",True,1,False,0,False,0,[],none,False,True,True,,,[],[],0,,3.347
39,presearch,associative,What can I buy for a picnic?,bread_white; turkey_slices; juice_orange,bread; cheese; ham; lettuce; tomato; mayonnaise; sandwich bread; pickles,move,"[1, 2, 3]","For your picnic, you can buy White Bread from Aisle 2, Cheddar Cheese from Aisle 1, and Lettuce from Aisle 3.",True,1,True,1,False,0,[],llm_extract,False,True,False,,,"[1, 2, 3]","[1, 2, 3]",0,,2.826
39,semantic,associative,What can I buy for a picnic?,bread_white; turkey_slices; juice_orange,bread; ham; cheese; lettuce; tomato; cucumber; water; sandwich bread; mayonnaise; mustard,move,"[1, 2, 3]","For a picnic, we have Cheddar Cheese (Aisle 1), Tomato (Aisle 3), Lettuce (Aisle 3), Cream Cheese (Aisle 1), and Wheat B",True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,"[1, 2, 3]","[1, 2, 3]",0,,4.312
39,llm_only,associative,What can I buy for a picnic?,bread_white; turkey_slices; juice_orange,,move,"[2, 3, 4]","For a picnic, you might want some easy-to-eat snacks like fruit, sandwiches, and drinks. I can help you find items like ",True,1,True,1,False,0,[],none,False,True,True,,,"[2, 3, 4]","[2, 3, 4]",0,,1.112
40,presearch,associative,I'm looking for late-night light snacks.,granola; crackers; sparkling_water,chips; crackers; popcorn; trail mix,move,[5],"I found some great late-night snack options for you in Aisle 5: Potato Chips, Whole Grain Crackers, Popcorn, and Trail M",True,1,True,1,False,0,[],llm_extract,False,False,False,,,[5],[5],0,,1.606
40,semantic,associative,I'm looking for late-night light snacks.,granola; crackers; sparkling_water,looking; late; night; light; snacks,move,[5],"For late-night light snacks, we have Trail Mix, Potato Chips, Chocolate Cookies, Whole Grain Crackers, and Popcorn avail",True,1,True,1,False,0,[],semantic_terms_fallback,True,False,False,5,0.15,[5],[5],0,,2.754
40,llm_only,associative,I'm looking for late-night light snacks.,granola; crackers; sparkling_water,,move,[5],"For late-night light snacks, I'd recommend checking out the snacks aisle. We have options like granola bars, pretzels, a",True,1,True,1,False,0,[],none,False,True,True,,,[5],[5],0,,0.952
41,presearch,not_in_store,Do you have baby formula?,,baby formula,none,[],"I'm sorry, but we do not carry baby formula at this time.",True,1,True,1,False,0,[],llm_extract,False,True,False,,,[],[],0,,1.459
41,semantic,not_in_store,Do you have baby formula?,,baby formula,none,[],"I'm sorry, but we do not carry baby formula in our store.",True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,[],[],0,,1.644
41,llm_only,not_in_store,Do you have baby formula?,,,none,[],"Yes, we have baby formula available in the baby supplies section. It's usually located in Aisle 3 near the baby food ite",True,1,True,1,False,0,[],none,False,True,True,,,[],[],0,,0.863
42,presearch,not_in_store,Where can I find cat litter?,,cat litter,none,[],We don't carry cat litter.,True,1,True,1,False,0,[],llm_extract,False,True,False,,,[],[],0,,1.299
42,semantic,not_in_store,Where can I find cat litter?,,cat litter,none,[],I couldn't find any cat litter in our current inventory. Would you like me to help you with something else?,True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,[],[],0,,1.759
42,llm_only,not_in_store,Where can I find cat litter?,,,none,[],"I'm sorry, but we don't carry cat litter in our store. You might want to check with a pet store for that item.",True,1,True,1,False,0,[],none,False,True,True,,,[],[],0,,0.884
43,presearch,not_in_store,Do you stock printer ink cartridges?,,printer ink cartridge,none,[],"I'm sorry, but we don't carry printer ink cartridges at the moment.",True,1,True,1,False,0,[],llm_extract,False,True,False,,,[],[],0,,1.302
43,semantic,not_in_store,Do you stock printer ink cartridges?,,printer ink cartridges,none,[],We currently do not carry printer ink cartridges. Could you provide a specific brand or model you're looking for?,True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,[],[],0,,1.837
43,llm_only,not_in_store,Do you stock printer ink cartridges?,,,none,[],"I'm sorry, but I don't see printer ink cartridges in our current inventory. We have a wide range of dairy, bakery, fruit",True,1,True,1,False,0,[],none,False,True,True,,,[],[],0,,1.087
44,presearch,not_in_store,Can I buy phone chargers here?,,phone charger,none,[],We don't carry phone chargers.,True,1,True,1,False,0,[],llm_extract,False,True,False,,,[],[],0,,1.346
44,semantic,not_in_store,Can I buy phone chargers here?,,can; buy; phone; chargers; here,none,[],I couldn't find any phone chargers in our inventory. Would you like to try searching for a different product?,True,1,True,1,False,0,[],semantic_terms_fallback,True,False,False,5,0.15,[],[],0,,2.428
44,llm_only,not_in_store,Can I buy phone chargers here?,,,none,[],"I'm sorry, but we don't sell phone chargers here. We specialize in groceries, dairy, bakery, fruits, vegetables, and oth",True,1,True,1,False,0,[],none,False,True,True,,,[],[],0,,0.946
45,presearch,not_in_store,Do you carry fresh flowers?,,fresh flowers,none,[],"I'm sorry, but we don't carry fresh flowers.",True,1,True,1,False,0,[],llm_extract,False,True,False,,,[],[],0,,1.466
45,semantic,not_in_store,Do you carry fresh flowers?,,fresh flowers,none,[],"I'm sorry, but I couldn't find any fresh flowers in our inventory today.",True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,[],[],0,,1.653
45,llm_only,not_in_store,Do you carry fresh flowers?,,,none,[],"I'm sorry, but we don't carry fresh flowers in-store. However, I can help you find other items you might be looking for.",True,1,True,1,False,0,[],none,False,True,True,,,[],[],0,,0.956
46,presearch,not_in_store,Do you carry sushi nori sheets?,,sushi nori sheets,none,[],We do not carry sushi nori sheets.,True,1,True,1,False,0,[],llm_extract,False,True,False,,,[],[],0,,1.451
46,semantic,not_in_store,Do you carry sushi nori sheets?,,sushi nori sheets,none,[],"I'm sorry, but we don't carry sushi nori sheets in our store.",True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,[],[],0,,1.733
46,llm_only,not_in_store,Do you carry sushi nori sheets?,,,none,[],I don't see sushi nori sheets in our current inventory. Would you like me to help you find something else?,True,1,True,1,False,0,[],none,False,True,True,,,[],[],0,,0.859
47,presearch,not_in_store,Can I buy infant diapers here?,,infant diapers,none,[],We do not carry infant diapers.,True,1,True,1,False,0,[],llm_extract,False,True,False,,,[],[],0,,1.276
47,semantic,not_in_store,Can I buy infant diapers here?,,infant diapers,none,[],"I'm sorry, but we don't carry infant diapers in our store.",True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,[],[],0,,1.702
47,llm_only,not_in_store,Can I buy infant diapers here?,,,none,[],"I'm sorry, but I don't see infant diapers in our current inventory. We carry a variety of baby care products, but for di",True,1,True,1,False,0,[],none,False,True,True,,,[],[],0,,1.286
48,presearch,not_in_store,Where is the pet shampoo section?,,pet shampoo,none,[],"I'm sorry, but we don't carry pet shampoo.",True,1,True,1,False,0,[],llm_extract,False,True,False,,,[],[],0,,1.392
48,semantic,not_in_store,Where is the pet shampoo section?,,pet shampoo,none,[],"THere is no pet shampoo listed in the FOUND section, so we do not carry pet shampoo. The customer should know that we on",True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,[],[],0,,1.632
48,llm_only,not_in_store,Where is the pet shampoo section?,,,none,[],"I'm sorry, but we don't have a dedicated pet shampoo section in our store. However, we do carry pet supplies in Aisle 9.",True,1,True,1,False,0,[],none,False,True,True,,,[],[],0,,0.96
49,presearch,not_in_store,Can I get light bulbs?,,can; light; bulbs,none,[],"I'm sorry, but we do not carry light bulbs in our store.",True,1,True,1,False,0,[],semantic_terms_fallback,True,True,False,,,[],[],0,,1.31
49,semantic,not_in_store,Can I get light bulbs?,,light bulbs,none,[],"I'm sorry, but I couldn't find any light bulbs in our inventory today.",True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,[],[],0,,1.612
49,llm_only,not_in_store,Can I get light bulbs?,,,none,[],"I'm sorry, but I couldn't find light bulbs in our current inventory. Would you like me to help you with something else?",True,1,True,1,False,0,[],none,False,True,True,,,[],[],0,,0.903
50,presearch,not_in_store,Do you sell office notebooks?,,notebook,none,[],"I'm sorry, we do not carry office notebooks.",True,1,True,1,False,0,[],llm_extract,False,True,False,,,[],[],0,,1.261
50,semantic,not_in_store,Do you sell office notebooks?,,office notebook,none,[],"I'm sorry, we do not carry office notebooks at this time.",True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,[],[],0,,1.658
50,llm_only,not_in_store,Do you sell office notebooks?,,,none,[],"I'm sorry, but we don't sell office notebooks in our store. We focus on grocery items like dairy, bakery, fruits, vegeta",True,1,True,1,False,0,[],none,False,True,True,,,[],[],0,,1.034
51,presearch,conversational,Hi there!,,there,none,[],"Hi there! I'm sorry, but we don't carry the item you're looking for.",True,1,True,1,False,0,[],semantic_terms_fallback,True,True,False,,,[],[],0,,1.41
51,semantic,conversational,Hi there!,,there,none,[],Hi there! I couldn't find any matching products for your request. Could you please provide a more specific product name ,True,1,True,1,False,0,[],semantic_terms_fallback,True,False,False,5,0.15,[],[],0,,1.723
51,llm_only,conversational,Hi there!,,,none,[],"Hi there! How can I assist you today? I can help you find products, answer questions about the store, or direct you to t",True,1,True,1,False,0,[],none,False,True,True,,,[],[],0,,0.873
52,presearch,conversational,Thanks for your help today.,,thanks; help; today,none,[],We do not carry the items you mentioned.,True,1,True,1,False,0,[],semantic_terms_fallback,True,True,False,,,[],[],0,,1.407
52,semantic,conversational,Thanks for your help today.,,thanks; help; today,none,[],Thank you! I appreciate your help today as well.,True,1,True,1,False,0,[],semantic_terms_fallback,True,False,False,5,0.15,[],[],0,,1.946
52,llm_only,conversational,Thanks for your help today.,,,none,[],"You're welcome! If you need any more assistance, feel free to ask.",True,1,True,1,False,0,[],none,False,True,True,,,[],[],0,,0.779
53,presearch,conversational,What can you help me with in this store?,,can; what; help; this; store,move,[6],"I can help you with items like Black Beans, which are in Aisle 6.",True,1,False,0,False,0,[],semantic_terms_fallback,True,True,False,,,[6],[6],0,,1.306
53,semantic,conversational,What can you help me with in this store?,,can; what; help; this; store,move,"[4, 6]","I can help you find Black Beans, Olive Oil, All-Purpose Flour, Cola, and Granulated Sugar in this store. They are all lo",True,1,False,0,False,0,[],semantic_terms_fallback,True,False,False,5,0.15,"[4, 6]","[4, 6]",0,,2.51
53,llm_only,conversational,What can you help me with in this store?,,,none,[],"Hello! I can help you find products, answer questions about the store, and direct you to the right aisles. Just let me k",True,1,True,1,False,0,[],none,False,True,True,,,[],[],0,,1.066
54,presearch,conversational,Can you explain how aisles are organized?,,plain; can; explain; how; aisles; organized,move,"[1, 2, 6]","The aisles are organized by product type. For example, Plain Yogurt is in Aisle 1, Plain Bagel is in Aisle 2, and Black ",True,1,False,0,False,0,[],semantic_terms_fallback,True,True,False,,,"[1, 2, 6]","[1, 2, 6]",0,,1.689
54,semantic,conversational,Can you explain how aisles are organized?,,plain; can; explain; how; aisles; organized,move,[6],"The store organizes aisles by product type, with items like Olive Oil, Spaghetti Pasta, Granulated Sugar, All-Purpose Fl",True,1,False,0,False,0,[],semantic_terms_fallback,True,False,False,5,0.15,[6],[6],0,,2.715
54,llm_only,conversational,Can you explain how aisles are organized?,,,none,[],"Sure! Our store is organized by categories, with each category in a separate aisle. For example, dairy products are in A",True,1,True,1,False,0,[],none,False,True,True,,,[],[],0,,1.27
55,presearch,conversational,"Good morning, how are you?",,good; morning; how,none,[],"We don't carry 'good', 'morning', or 'how' here.",True,1,True,1,False,0,[],semantic_terms_fallback,True,True,False,,,[],[],0,,1.462
55,semantic,conversational,"Good morning, how are you?",,good; morning; how,none,[],"Good morning! I'm doing well, thank you. I couldn't find any matching products for your request, but I'd be happy to hel",True,1,True,1,False,0,[],semantic_terms_fallback,True,False,False,5,0.15,[],[],0,,2.815
55,llm_only,conversational,"Good morning, how are you?",,,none,[],"Good morning! I'm doing well, thank you for asking. How can I assist you today?",True,1,True,1,False,0,[],none,False,True,True,,,[],[],0,,0.847
56,presearch,conversational,I am just browsing right now.,,just; browsing; right; now,none,[],We don't carry any of the items you're looking for right now.,True,1,True,1,False,0,[],semantic_terms_fallback,True,True,False,,,[],[],0,,7.967
56,semantic,conversational,I am just browsing right now.,,just; browsing; right; now,none,[],I see you're just browsing. Let me know if you'd like help with anything specific.,True,1,True,1,False,0,[],semantic_terms_fallback,True,False,False,5,0.15,[],[],0,,6.399
56,llm_only,conversational,I am just browsing right now.,,,none,[],"Sure! If you need help finding anything or have any questions about the store, feel free to ask. I'm here to assist you.",True,1,True,1,False,0,[],none,False,True,True,,,[],[],0,,2.962
57,presearch,conversational,Could you repeat your last suggestion?,,could; repeat; last; suggestion,none,[],"I apologize, but I don't have any previous suggestions to repeat. However, I can help you find items if you tell me what",True,1,True,1,False,0,[],semantic_terms_fallback,True,True,False,,,[],[],0,,1.381
57,semantic,conversational,Could you repeat your last suggestion?,,could; repeat; last; suggestion,none,[],"I'm sorry, but I couldn't find any matching products for your request. Could you please provide a more specific product ",True,1,True,1,False,0,[],semantic_terms_fallback,True,False,False,5,0.15,[],[],0,,2.58
57,llm_only,conversational,Could you repeat your last suggestion?,,,none,[],Certainly! I'd be happy to help. What did I suggest earlier that you'd like me to repeat?,True,1,True,1,False,0,[],none,False,True,True,,,[],[],0,,0.977
58,presearch,conversational,Do you remember what I asked earlier?,,remember; what; asked; earlier,none,[],"I'm sorry, but I don't have any information about what you asked earlier. We don't carry those items.",True,1,True,1,False,0,[],semantic_terms_fallback,True,True,False,,,[],[],0,,1.373
58,semantic,conversational,Do you remember what I asked earlier?,,remember; what; asked; earlier,none,[],I couldn't find a match for what you're looking for. Could you please provide a more specific product name?,True,1,True,1,False,0,[],semantic_terms_fallback,True,False,False,5,0.15,[],[],0,,2.215
58,llm_only,conversational,Do you remember what I asked earlier?,,,none,[],"I'm sorry, I didn't catch what you asked earlier. Could you please repeat your question?",True,1,True,1,False,0,[],none,False,True,True,,,[],[],0,,0.929
59,presearch,conversational,"That's all for now, thank you!",,all,move,[6],Thank you for shopping with us! Feel free to visit again.,True,1,False,0,False,0,[],deterministic_terms,True,False,False,,,[6],[6],0,,1.784
59,semantic,conversational,"That's all for now, thank you!",,all; that; now; thank,none,[],Thank you! Is there anything else I can help you find today?,True,1,True,1,False,0,[],semantic_terms_fallback,True,False,False,5,0.15,[],[],0,,2.371
59,llm_only,conversational,"That's all for now, thank you!",,,none,[],"You're welcome! If you need anything else, feel free to ask. Have a great day!",True,1,True,1,False,0,[],none,False,True,True,,,[],[],0,,0.849
60,presearch,conversational,Can you assist me when I am ready?,,can; assist; when; ready,move,[6],"We do not carry 'assist', 'when', or 'ready', but we do carry Black Beans (Can) in Aisle 6.",True,1,False,0,False,0,[],semantic_terms_fallback,True,True,False,,,[6],[6],0,,1.427
60,semantic,conversational,Can you assist me when I am ready?,,can; assist; when; ready,none,[],I couldn't find any matching products for your request. Could you please provide a more specific product name or check t,True,1,True,1,False,0,[],semantic_terms_fallback,True,False,False,5,0.15,[],[],0,,2.326
60,llm_only,conversational,Can you assist me when I am ready?,,,none,[],"Sure, I'm here to help! Once you're ready, just let me know what you're looking for, and I'll assist you right away.",True,1,True,1,False,0,[],none,False,True,True,,,[],[],0,,0.909
61,presearch,custom,"I need milk, eggs, and bread for tomorrow morning.",milk_1l; eggs_large; bread_white,milk; eggs; bread,move,"[1, 2]","I found milk, eggs, and bread in Aisles 1 and 2. You'll find milk and eggs in Aisle 1, and bread in Aisle 2.",True,1,True,1,False,0,[],llm_extract,False,False,False,,,"[1, 2]","[1, 2]",0,,2.0
61,semantic,custom,"I need milk, eggs, and bread for tomorrow morning.",milk_1l; eggs_large; bread_white,milk; eggs; bread,move,"[1, 2]","I found milk and eggs in Aisle 1, and bread in Aisle 2. We have Large Eggs (12ct) and Wheat Bread available.",True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,"[1, 2]","[1, 2]",0,,3.142
61,llm_only,custom,"I need milk, eggs, and bread for tomorrow morning.",milk_1l; eggs_large; bread_white,,move,"[1, 2]","I can help you find those items. The milk is in Aisle 1, the eggs are also in Aisle 1, and the bread is in Aisle 2. Let ",True,1,True,1,False,0,[],none,False,True,True,,,"[1, 2]","[1, 2]",0,,1.238
62,presearch,custom,Find me chicken nuggets and sparkling water.,frozen_nuggets; sparkling_water,chicken nuggets; sparkling water,move,"[7, 4]",I found chicken nuggets in Aisle 7 and sparkling water in Aisle 4.,True,1,True,1,False,0,[],llm_extract,False,False,False,,,"[7, 4]","[7, 4]",0,,1.448
62,semantic,custom,Find me chicken nuggets and sparkling water.,frozen_nuggets; sparkling_water,chicken nuggets; sparkling water,move,"[7, 4]",I found chicken nuggets in Aisle 7 and sparkling water in Aisle 4.,True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,"[7, 4]","[7, 4]",0,,2.08
62,llm_only,custom,Find me chicken nuggets and sparkling water.,frozen_nuggets; sparkling_water,,move,"[4, 7]",I found the chicken nuggets in Aisle 7 and the sparkling water in Aisle 4. Let me know if you'd like to add them to your,True,1,True,1,False,0,[],none,False,True,True,,,"[4, 7]","[4, 7]",0,,1.042
63,presearch,custom,"Add olive oil, pasta, and tomato sauce to my list.",olive_oil; pasta_spaghetti; tomato_sauce,olive oil; pasta; tomato sauce,move,[6],"I've added olive oil, pasta, and tomato sauce to your list.",True,1,True,1,False,0,[],llm_extract,False,False,False,,,[6],[6],0,,2.22
63,semantic,custom,"Add olive oil, pasta, and tomato sauce to my list.",olive_oil; pasta_spaghetti; tomato_sauce,olive oil; pasta; tomato sauce,move,[6],"I found olive oil, pasta, and tomato sauce in Aisle 6.",True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,[6],[6],0,,3.133
63,llm_only,custom,"Add olive oil, pasta, and tomato sauce to my list.",olive_oil; pasta_spaghetti; tomato_sauce,,move,[6],"I've added olive oil, spaghetti pasta, and tomato sauce to your list. These are all in the pantry aisle, which is aisle ",True,1,True,1,False,0,[],none,False,True,True,,,[6],[6],0,,1.066
64,presearch,custom,Where can I pick up paper towels and trash bags?,paper_towels; trash_bags,paper towels; trash bags,move,[9],You can find paper towels and trash bags in Aisle 9.,True,1,True,1,False,0,[],llm_extract,False,False,False,,,[9],[9],0,,1.335
64,semantic,custom,Where can I pick up paper towels and trash bags?,paper_towels; trash_bags,paper towels; trash bags,move,[9],You can find paper towels in Aisle 9 and trash bags in Aisle 9.,True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,[9],[9],0,,2.208
64,llm_only,custom,Where can I pick up paper towels and trash bags?,paper_towels; trash_bags,,move,[9],You can find paper towels in Aisle 9 and trash bags in Aisle 9. Both items are in the same aisle.,True,1,True,1,False,0,[],none,False,True,True,,,[9],[9],0,,0.872
65,presearch,custom,"I need toothpaste, shampoo, and body wash.",toothpaste; shampoo; body_wash,toothpaste; shampoo; body wash,move,[10],"I found toothpaste, shampoo, and body wash in Aisle 10. All three items are available there.",True,1,True,1,False,0,[],llm_extract,False,False,False,,,[10],[10],0,,1.532
65,semantic,custom,"I need toothpaste, shampoo, and body wash.",toothpaste; shampoo; body_wash,toothpaste; shampoo; body wash,move,[10],"I found toothpaste, shampoo, and body wash in Aisle 10. You can find all three items there.",True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,[10],[10],0,,2.287
65,llm_only,custom,"I need toothpaste, shampoo, and body wash.",toothpaste; shampoo; body_wash,,move,[10],"I can help you find toothpaste, shampoo, and body wash. These items are all in the health and beauty aisle, which is ais",True,1,True,1,False,0,[],none,False,True,True,,,[10],[10],0,,0.954
66,presearch,custom,Can you locate salmon fillet and lemon?,salmon_fillet; lemon,salmon fillet; lemon,move,"[8, 3]","Yes, we have salmon fillet in Aisle 8 and lemon in Aisle 3.",True,1,True,1,False,0,[],llm_extract,False,False,False,,,"[8, 3]","[8, 3]",0,,1.548
66,semantic,custom,Can you locate salmon fillet and lemon?,salmon_fillet; lemon,salmon fillet; lemon,move,"[8, 3]","Yes, we have salmon fillet in Aisle 8 and lemon in Aisle 3.",True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,"[8, 3]","[8, 3]",0,,2.025
66,llm_only,custom,Can you locate salmon fillet and lemon?,salmon_fillet; lemon,,move,"[8, 3]","Sure! The salmon fillet is in the meat and seafood section, aisle 8. And the lemon is in the fruits section, aisle 3. Le",True,1,True,1,False,0,[],none,False,True,True,,,"[8, 3]","[8, 3]",0,,1.031
67,presearch,custom,I want frozen berries and plain yogurt.,frozen_berries; yogurt,frozen berries; plain yogurt,move,[1],"We do not carry frozen berries, but we have plain yogurt in Aisle 1.",True,1,True,1,False,0,[],llm_extract,False,True,False,,,[1],[1],0,,1.368
67,semantic,custom,I want frozen berries and plain yogurt.,frozen_berries; yogurt,frozen berries; plain yogurt,move,"[7, 1]",We have frozen mixed berries and plain yogurt in aisle 7 and aisle 1 respectively.,True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,"[7, 1]","[7, 1]",0,,1.991
67,llm_only,custom,I want frozen berries and plain yogurt.,frozen_berries; yogurt,,move,"[7, 1]",I found the frozen mixed berries and plain yogurt for you. The frozen berries are in Aisle 7 and the yogurt is in Aisle ,True,1,True,1,False,0,[],none,False,True,True,,,"[7, 1]","[7, 1]",0,,0.95
